Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE INDUSTRIES LIMITED,,,,
HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LIMITED,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LIMITED,,,,
GRETEX,GRETEX INDUSTRIES LIMITED,GRETEX INDUSTRIES LIMITED,,,,
SSFL,SRIVARI SPICES AND FOODS LIMITED,SRIVARI SPICES AND FOODS LIMITED,,,,
GTL,GTL LIMITED,GTL LIMITED,,,,
INDBANK,INDBANK MERCHANT BANKING SERVICES LIMITED,INDBANK MERCHANT BANKING SERVICES LIMITED,,,,
SHIGAN,SHIGAN QUANTUM TECHNOLOGIES LIMITED,SHIGAN QUANTUM TECHNOLOGIES LIMITED,,,,
WORTH,WORTH PERIPHERALS LIMITED,WORTH PERIPHERALS LIMITED,,,,
INM,INTERIORS & MORE LIMITED,INTERIORS & MORE LIMITED,,,,
LOVABLE,LOVABLE LINGERIE LIMITED,LOVABLE LINGERIE LIMITED,,,,
QMSMEDI,QMS MEDICAL ALLIED SERVICES LIMITED,QMS MEDICAL ALLIED SERVICES LIMITED,,,,
SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED,SOMI CONVEYOR BELTINGS LIMITED,,,,
AARVI,AARVI ENCON LIMITED,AARVI ENCON LIMITED,,,,
GILLANDERS,GILLANDERS ARBUTHNOT & COMPANY LIMITED,GILLANDERS ARBUTHNOT & COMPANY LIMITED,,,,
TEXMOPIPES,TEXMO PIPES AND PRODUCTS LIMITED,TEXMO PIPES AND PRODUCTS LIMITED,,,,
GVPTECH,GVP INFOTECH LIMITED,GVP INFOTECH LIMITED,,,,
CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LIMITED,CAMBRIDGE TECHNOLOGY ENTERPRISES LIMITED,,,,
URBAN,URBAN ENVIRO WASTE MANAGEMENT LIMITED,URBAN ENVIRO WASTE MANAGEMENT LIMITED,,,,
SALSTEEL,S.A.L. STEEL LIMITED,S.A.L. STEEL LIMITED,,,,
MODTHREAD,MODERN THREADS (INDIA) LIMITED,MODERN THREADS (INDIA) LIMITED,,,,
BEACON,BEACON TRUSTEESHIP LIMITED,BEACON TRUSTEESHIP LIMITED,,,,
WEIZMANIND,WEIZMANN LIMITED,WEIZMANN LIMITED,,,,
IL&FSTRANS,IL&FS TRANSPORTATION NETWORKS LIMITED,IL&FS TRANSPORTATION NETWORKS LIMITED,,,,
PURPLEUTED,PURPLE UNITED SALES LIMITED,PURPLE UNITED SALES LIMITED,,,,
RAJPUTANA,RAJPUTANA BIODIESEL LIMITED,RAJPUTANA BIODIESEL LIMITED,,,,
DENEERS,DE NEERS TOOLS LIMITED,DE NEERS TOOLS LIMITED,,,,
GSS,GSS INFOTECH LIMITED,GSS INFOTECH LIMITED,,,,
BAGFILMS,B.A.G FILMS AND MEDIA LIMITED,B.A.G FILMS AND MEDIA LIMITED,,,,
CENTEXT,CENTURY EXTRUSIONS LIMITED,CENTURY EXTRUSIONS LIMITED,,,,
BALPHARMA,BAL PHARMA LIMITED,BAL PHARMA LIMITED,,,,
DHRUV,DHRUV CONSULTANCY SERVICES LIMITED,DHRUV CONSULTANCY SERVICES LIMITED,,,,
PRITIKA,PRITIKA ENGINEERING COMPONENTS LIMITED,PRITIKA ENGINEERING COMPONENTS LIMITED,,,,
KALYANIFRG,KALYANI FORGE LIMITED,KALYANI FORGE LIMITED,,,,
ARVEE,ARVEE LABORATORIES (INDIA) LIMITED,ARVEE LABORATORIES (INDIA) LIMITED,,,,
SATECH,S A TECH SOFTWARE INDIA LIMITED,S A TECH SOFTWARE INDIA LIMITED,,,,
KHFM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,,,,
MANAKALUCO,MANAKSIA ALUMINIUM COMPANY LIMITED,MANAKSIA ALUMINIUM COMPANY LIMITED,,,,
JHS,JHS SVENDGAARD LABORATORIES LIMITED,JHS SVENDGAARD LABORATORIES LIMITED,,,,
PRITI,PRITI INTERNATIONAL LIMITED,PRITI INTERNATIONAL LIMITED,,,,
QUESTLAB,QUEST LABORATORIES LIMITED,QUEST LABORATORIES LIMITED,,,,
MHLXMIRU,MAHALAXMI RUBTECH LIMITED,MAHALAXMI RUBTECH LIMITED,,,,
MAITREYA,MAITREYA MEDICARE LIMITED,MAITREYA MEDICARE LIMITED,,,,
FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LIMITED,FLEXITUFF VENTURES INTERNATIONAL LIMITED,,,,
BAFNAPH,BAFNA PHARMACEUTICALS LIMITED,BAFNA PHARMACEUTICALS LIMITED,,,,
HDIL,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,,,,
AIROLAM,AIRO LAM LIMITED,AIRO LAM LIMITED,,,,
MAHESHWARI,MAHESHWARI LOGISTICS LIMITED,MAHESHWARI LOGISTICS LIMITED,,,,
NAMAN,NAMAN IN-STORE (INDIA) LIMITED,NAMAN IN-STORE (INDIA) LIMITED,,,,
RAJINDLTD,RAJPUTANA INDUSTRIES LIMITED,RAJPUTANA INDUSTRIES LIMITED,,,,
VITAL,VITAL CHEMTECH LIMITED,VITAL CHEMTECH LIMITED,,,,
KREBSBIO,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,,,,
VAISHALI,VAISHALI PHARMA LIMITED,VAISHALI PHARMA LIMITED,,,,
FIDEL,FIDEL SOFTECH LIMITED,FIDEL SOFTECH LIMITED,,,,
BAIDFIN,BAID FINSERV LIMITED,BAID FINSERV LIMITED,,,,
XELPMOC,XELPMOC DESIGN AND TECH LIMITED,XELPMOC DESIGN AND TECH LIMITED,,,,
DUCOL,DUCOL ORGANICS AND COLOURS LIMITED,DUCOL ORGANICS AND COLOURS LIMITED,,,,
MANGALAM,MANGALAM DRUGS AND ORGANICS LIMITED,MANGALAM DRUGS AND ORGANICS LIMITED,,,,
SYLVANPLY,SYLVAN PLYBOARD (INDIA) LIMITED,SYLVAN PLYBOARD (INDIA) LIMITED,,,,
MDL,MARVEL DECOR LIMITED,MARVEL DECOR LIMITED,,,,
KEYFINSERV,KEYNOTE FINANCIAL SERVICES LIMITED,KEYNOTE FINANCIAL SERVICES LIMITED,,,,
GANGESSECU,GANGES SECURITIES LIMITED,GANGES SECURITIES LIMITED,,,,
HILTON,HILTON METAL FORGING LIMITED,HILTON METAL FORGING LIMITED,,,,
USASEEDS,UPSURGE SEEDS OF AGRICULTURE LIMITED,UPSURGE SEEDS OF AGRICULTURE LIMITED,,,,
MUKTAARTS,MUKTA ARTS LIMITED,MUKTA ARTS LIMITED,,,,
RHFL,RELIANCE HOME FINANCE LIMITED,RELIANCE HOME FINANCE LIMITED,,,,
DCM,DCM  LIMITED,DCM  LIMITED,,,,
JOCIL,JOCIL LIMITED,JOCIL LIMITED,,,,
LAMBODHARA,LAMBODHARA TEXTILES LIMITED,LAMBODHARA TEXTILES LIMITED,,,,
SIL,STANDARD INDUSTRIES LIMITED,STANDARD INDUSTRIES LIMITED,,,,
ATAM,ATAM VALVES LIMITED,ATAM VALVES LIMITED,,,,
SELMC,SEL MANUFACTURING COMPANY LIMITED,SEL MANUFACTURING COMPANY LIMITED,,,,
SUNLITE,SUNLITE RECYCLING INDUSTRIES LIMITED,SUNLITE RECYCLING INDUSTRIES LIMITED,,,,
RULKA,RULKA ELECTRICALS LIMITED,RULKA ELECTRICALS LIMITED,,,,
PRIZOR,PRIZOR VIZTECH LIMITED,PRIZOR VIZTECH LIMITED,,,,
SIKKO,SIKKO INDUSTRIES LIMITED,SIKKO INDUSTRIES LIMITED,,,,
CHETANA,CHETANA EDUCATION LIMITED,CHETANA EDUCATION LIMITED,,,,
ANMOL,ANMOL INDIA LIMITED,ANMOL INDIA LIMITED,,,,
GREENCHEF,GREENCHEF APPLIANCES LIMITED,GREENCHEF APPLIANCES LIMITED,,,,
SHEKHAWATI,SHEKHAWATI INDUSTRIES LIMITED,SHEKHAWATI INDUSTRIES LIMITED,,,,
FORCAS,FORCAS STUDIO LIMITED,FORCAS STUDIO LIMITED,,,,
TARMAT,TARMAT LIMITED,TARMAT LIMITED,,,,
SPLIL,SPL INDUSTRIES LIMITED,SPL INDUSTRIES LIMITED,,,,
SETCO,SETCO AUTOMOTIVE LIMITED,SETCO AUTOMOTIVE LIMITED,,,,
FONEBOX,FONEBOX RETAIL LIMITED,FONEBOX RETAIL LIMITED,,,,
MRO-TEK,MRO-TEK REALTY LIMITED,MRO-TEK REALTY LIMITED,,,,
EROSMEDIA,EROS INTL MEDIA LIMITED,EROS INTL MEDIA LIMITED,,,,
AISL,ANI INTEGRATED SERVICES LIMITED,ANI INTEGRATED SERVICES LIMITED,,,,
AKI,AKI INDIA LIMITED,AKI INDIA LIMITED,,,,
APEXECO,APEX ECOTECH LIMITED,APEX ECOTECH LIMITED,,,,
HOMESFY,HOMESFY REALTY LIMITED,HOMESFY REALTY LIMITED,,,,
UHTL,UNITED HEAT TRANSFER LIMITED,UNITED HEAT TRANSFER LIMITED,,,,
JAINAM,JAINAM FERRO ALLOYS (I) LIMITED,JAINAM FERRO ALLOYS (I) LIMITED,,,,
LATTEYS,LATTEYS INDUSTRIES LIMITED,LATTEYS INDUSTRIES LIMITED,,,,
AMBEY,AMBEY LABORATORIES LIMITED,AMBEY LABORATORIES LIMITED,,,,
REGENCERAM,REGENCY CERAMICS LIMITED,REGENCY CERAMICS LIMITED,,,,
BHANDARI,BHANDARI HOSIERY EXPORTS LIMITED,BHANDARI HOSIERY EXPORTS LIMITED,,,,
RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LIMITED,RELIANCE CHEMOTEX INDUSTRIES LIMITED,,,,
ENFUSE,ENFUSE SOLUTIONS LIMITED,ENFUSE SOLUTIONS LIMITED,,,,
ANSALAPI,ANSAL PROP & INFRA LIMITED,ANSAL PROP & INFRA LIMITED,,,,
IPSL,INTEGRATED PERSONNEL SERVICES LIMITED,INTEGRATED PERSONNEL SERVICES LIMITED,,,,
GICL,GLOBE INTERNATIONAL CARRIERS LIMITED,GLOBE INTERNATIONAL CARRIERS LIMITED,,,,
INDIANCARD,INDIAN CARD CLOTHING COMPANY LIMITED,INDIAN CARD CLOTHING COMPANY LIMITED,,,,
MITCON,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,,,,
ZENITHDRUG,ZENITH DRUGS LIMITED,ZENITH DRUGS LIMITED,,,,
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS LIMITED,DIGIDRIVE DISTRIBUTORS LIMITED,,,,
HVAX,HVAX TECHNOLOGIES LIMITED,HVAX TECHNOLOGIES LIMITED,,,,
TOUCHWOOD,TOUCHWOOD ENTERTAINMENT LIMITED,TOUCHWOOD ENTERTAINMENT LIMITED,,,,
WIPL,THE WESTERN INDIA PLYWOODS LIMITED,THE WESTERN INDIA PLYWOODS LIMITED,,,,
KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LIMITED,KAKATIYA CEMENT SUGAR & INDUSTRIES LIMITED,,,,
HPIL,HINDPRAKASH INDUSTRIES LIMITED,HINDPRAKASH INDUSTRIES LIMITED,,,,
RAPPID,RAPPID VALVES (INDIA) LIMITED,RAPPID VALVES (INDIA) LIMITED,,,,
SHRITECH,SHRI TECHTEX LIMITED,SHRI TECHTEX LIMITED,,,,
SURYALAXMI,SURYALAKSHMI COTTON MILLS LIMITED,SURYALAKSHMI COTTON MILLS LIMITED,,,,
ACCURACY,ACCURACY SHIPPING LIMITED,ACCURACY SHIPPING LIMITED,,,,
PULZ,PULZ ELECTRONICS LIMITED,PULZ ELECTRONICS LIMITED,,,,
DRSDILIP,DRS DILIP ROADLINES LIMITED,DRS DILIP ROADLINES LIMITED,,,,
DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LIMITED,DB (INTERNATIONAL) STOCK BROKERS LIMITED,,,,
BHARATGEAR,BHARAT GEARS LIMITED,BHARAT GEARS LIMITED,,,,
EFORCE,ELECTRO FORCE (INDIA) LIMITED,ELECTRO FORCE (INDIA) LIMITED,,,,
ASHALOG,ASHAPURA LOGISTICS LIMITED,ASHAPURA LOGISTICS LIMITED,,,,
PATINTLOG,PATEL INTEGRATED LOGISTICS LIMITED,PATEL INTEGRATED LOGISTICS LIMITED,,,,
BEARDSELL,BEARDSELL LIMITED,BEARDSELL LIMITED,,,,
ARTNIRMAN,ART NIRMAN LIMITED,ART NIRMAN LIMITED,,,,
PRAMARA,PRAMARA PROMOTIONS LIMITED,PRAMARA PROMOTIONS LIMITED,,,,
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,AKSH OPTIFIBRE LIMITED,,,,
ZENITHEXPO,ZENITH EXPORTS LIMITED,ZENITH EXPORTS LIMITED,,,,
PRAKASHSTL,PRAKASH STEELAGE LIMITED,PRAKASH STEELAGE LIMITED,,,,
KOHINOOR,KOHINOOR FOODS LIMITED,KOHINOOR FOODS LIMITED,,,,
ALUWIND,ALUWIND ARCHITECTURAL LIMITED,ALUWIND ARCHITECTURAL LIMITED,,,,
SALONA,SALONA COTSPIN LIMITED,SALONA COTSPIN LIMITED,,,,
DESTINY,DESTINY LOGISTICS & INFRA LIMITED,DESTINY LOGISTICS & INFRA LIMITED,,,,
BTML,BODHI TREE MULTIMEDIA LIMITED,BODHI TREE MULTIMEDIA LIMITED,,,,
AAREYDRUGS,AAREY DRUGS & PHARMACEUTICALS LIMITED,AAREY DRUGS & PHARMACEUTICALS LIMITED,,,,
PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,,,,
DECCANTRAN,DECCAN TRANSCON LEASING LIMITED,DECCAN TRANSCON LEASING LIMITED,,,,
GAYAPROJ,GAYATRI PROJECTS LIMITED,GAYATRI PROJECTS LIMITED,,,,
KEL,KUNDAN EDIFICE LIMITED,KUNDAN EDIFICE LIMITED,,,,
VISESHINFO,VISESH INFOTECNICS LIMITED,VISESH INFOTECNICS LIMITED,,,,
SRIVASAVI,SRIVASAVI ADHESIVE TAPES LIMITED,SRIVASAVI ADHESIVE TAPES LIMITED,,,,
IBLFL,IBL FINANCE LIMITED,IBL FINANCE LIMITED,,,,
3RDROCK,3RD ROCK MULTIMEDIA LIMITED,3RD ROCK MULTIMEDIA LIMITED,,,,
AVROIND,AVRO INDIA LIMITED,AVRO INDIA LIMITED,,,,
SOTAC,SOTAC PHARMACEUTICALS LIMITED,SOTAC PHARMACEUTICALS LIMITED,,,,
ASCOM,ASCOM LEASING & INVESTMENTS LIMITED,ASCOM LEASING & INVESTMENTS LIMITED,,,,
PALASHSECU,PALASH SECURITIES LIMITED,PALASH SECURITIES LIMITED,,,,
MADHAVBAUG,VAIDYA SANE AYURVED LABORATORIES LIMITED,VAIDYA SANE AYURVED LABORATORIES LIMITED,,,,
AAATECH,AAA TECHNOLOGIES LIMITED,AAA TECHNOLOGIES LIMITED,,,,
STEELCITY,STEEL CITY SECURITIES LIMITED,STEEL CITY SECURITIES LIMITED,,,,
PRUDMOULI,PRUDENTIAL SUGAR CORPORATION LIMITED,PRUDENTIAL SUGAR CORPORATION LIMITED,,,,
PIONEEREMB,PIONEER EMBROIDERIES LIMITED,PIONEER EMBROIDERIES LIMITED,,,,
VASWANI,VASWANI INDUSTRIES LIMITED,VASWANI INDUSTRIES LIMITED,,,,
TOTAL,TOTAL TRANSPORT SYSTEMS LIMITED,TOTAL TRANSPORT SYSTEMS LIMITED,,,,
LOTUSEYE,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,,,,
AUSOMENT,AUSOM ENTERPRISE LIMITED,AUSOM ENTERPRISE LIMITED,,,,
SWASTIK,SWASTIK PIPE LIMITED,SWASTIK PIPE LIMITED,,,,
CUBEXTUB,CUBEX TUBINGS LIMITED,CUBEX TUBINGS LIMITED,,,,
TFL,TRANSWARRANTY FINANCE LIMITED,TRANSWARRANTY FINANCE LIMITED,,,,
SHUBHSHREE,SHUBHSHREE BIOFUELS ENERGY LIMITED,SHUBHSHREE BIOFUELS ENERGY LIMITED,,,,
GLOBE,GLOBE TEXTILES (INDIA) LIMITED,GLOBE TEXTILES (INDIA) LIMITED,,,,
LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,,,,
SFML,SUPREME FACILITY MANAGEMENT LIMITED,SUPREME FACILITY MANAGEMENT LIMITED,,,,
BAWEJA,BAWEJA STUDIOS LIMITED,BAWEJA STUDIOS LIMITED,,,,
APRAMEYA,APRAMEYA ENGINEERING LIMITED,APRAMEYA ENGINEERING LIMITED,,,,
SHAHALLOYS,SHAH ALLOYS LIMITED,SHAH ALLOYS LIMITED,,,,
SEMAC,SEMAC CONSULTANTS LIMITED,SEMAC CONSULTANTS LIMITED,,,,
VEEKAYEM,VEEKAYEM FASHION AND APPARELS LIMITED,VEEKAYEM FASHION AND APPARELS LIMITED,,,,
TPHQ,TEAMO PRODUCTIONS HQ LIMITED,TEAMO PRODUCTIONS HQ LIMITED,,,,
FIBERWEB,FIBERWEB (INDIA) LIMITED,FIBERWEB (INDIA) LIMITED,,,,
FRETAIL,FUTURE RETAIL LIMITED    ,FUTURE RETAIL LIMITED    ,,,,
DHANLAXMI,DHANLAXMI CROP SCIENCE LIMITED,DHANLAXMI CROP SCIENCE LIMITED,,,,
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,THE MOTOR & GENERAL FINANCE LIMITED,,,,
ZENITHSTL,ZENITH STEEL PIPES & INDUSTRIES LIMITED,ZENITH STEEL PIPES & INDUSTRIES LIMITED,,,,
NMSTEEL,NEWMALAYALAM STEEL LIMITED,NEWMALAYALAM STEEL LIMITED,,,,
MACOBSTECH,MACOBS TECHNOLOGIES LIMITED,MACOBS TECHNOLOGIES LIMITED,,,,
PSFL,PARAMOUNT SPECIALITY FORGINGS LIMITED,PARAMOUNT SPECIALITY FORGINGS LIMITED,,,,
AESTHETIK,AESTHETIK ENGINEERS LIMITED,AESTHETIK ENGINEERS LIMITED,,,,
GOYALALUM,GOYAL ALUMINIUMS LIMITED,GOYAL ALUMINIUMS LIMITED,,,,
SUNDARAM,SUNDARAM MULTI PAP LIMITED,SUNDARAM MULTI PAP LIMITED,,,,
DTL,DIENSTEN TECH LIMITED,DIENSTEN TECH LIMITED,,,,
SOMATEX,SOMA TEXTILES & INDUSTRIES LIMITED,SOMA TEXTILES & INDUSTRIES LIMITED,,,,
AHLADA,AHLADA ENGINEERS LIMITED,AHLADA ENGINEERS LIMITED,,,,
HOLMARC,HOLMARC OPTO-MECHATRONICS LIMITED,HOLMARC OPTO-MECHATRONICS LIMITED,,,,
TRANSTEEL,TRANSTEEL SEATING TECHNOLOGIES LIMITED,TRANSTEEL SEATING TECHNOLOGIES LIMITED,,,,
TERASOFT,TERA SOFTWARE LIMITED,TERA SOFTWARE LIMITED,,,,
EXCEL,EXCEL REALTY N INFRA LIMITED,EXCEL REALTY N INFRA LIMITED,,,,
SAMPANN,SAMPANN UTPADAN INDIA LIMITED,SAMPANN UTPADAN INDIA LIMITED,,,,
SEL,SUNGARNER ENERGIES LIMITED,SUNGARNER ENERGIES LIMITED,,,,
LASA,LASA SUPERGENERICS LIMITED,LASA SUPERGENERICS LIMITED,,,,
AJOONI,AJOONI BIOTECH LIMITED,AJOONI BIOTECH LIMITED,,,,
SCML,SHARP CHUCKS AND MACHINES LIMITED,SHARP CHUCKS AND MACHINES LIMITED,,,,
PARTYCRUS,PARTY CRUISERS LIMITED,PARTY CRUISERS LIMITED,,,,
AUSL,ADITYA ULTRA STEEL LIMITED,ADITYA ULTRA STEEL LIMITED,,,,
AMDIND,AMD INDUSTRIES LIMITED,AMD INDUSTRIES LIMITED,,,,
BRACEPORT,BRACE PORT LOGISTICS LIMITED,BRACE PORT LOGISTICS LIMITED,,,,
BVCL,BARAK VALLEY CEMENTS LIMITED,BARAK VALLEY CEMENTS LIMITED,,,,
IDENTICAL,IDENTICAL BRAINS STUDIOS LIMITED,IDENTICAL BRAINS STUDIOS LIMITED,,,,
FCONSUMER,FUTURE CONSUMER LIMITED  ,FUTURE CONSUMER LIMITED  ,,,,
AARVEEDEN,AARVEE DENIMS & EXPORTS LIMITED,AARVEE DENIMS & EXPORTS LIMITED,,,,
BANKA,BANKA BIOLOO LIMITED,BANKA BIOLOO LIMITED,,,,
WOMANCART,WOMANCART LIMITED,WOMANCART LIMITED,,,,
MASTER,MASTER COMPONENTS LIMITED,MASTER COMPONENTS LIMITED,,,,
DHARIWAL,DHARIWALCORP LIMITED,DHARIWALCORP LIMITED,,,,
INDSWFTLTD,IND-SWIFT LIMITED,IND-SWIFT LIMITED,,,,
SKIL,SKIL INFRASTRUCTURE LIMITED,SKIL INFRASTRUCTURE LIMITED,,,,
GROBTEA,THE GROB TEA COMPANY LIMITED,THE GROB TEA COMPANY LIMITED,,,,
AGRITECH,AGRI-TECH (INDIA) LIMITED,AGRI-TECH (INDIA) LIMITED,,,,
TIMESGTY,TIMES GUARANTY LIMITED,TIMES GUARANTY LIMITED,,,,
ENERGYDEV,ENERGY DEVELOPMENT COMPANY LIMITED,ENERGY DEVELOPMENT COMPANY LIMITED,,,,
ALKALI,ALKALI METALS LIMITED,ALKALI METALS LIMITED,,,,
YAARI,YAARI DIGI INT SER LIMITED,YAARI DIGI INT SER LIMITED,,,,
VINNY,VINNY OVERSEAS LIMITED,VINNY OVERSEAS LIMITED,,,,
AAKASH,AAKASH EXPLORATION SERVICES LIMITED,AAKASH EXPLORATION SERVICES LIMITED,,,,
PALREDTEC,PALRED TECHNOLOGIES LIMITED,PALRED TECHNOLOGIES LIMITED,,,,
BLUEPEBBLE,BLUE PEBBLE LIMITED,BLUE PEBBLE LIMITED,,,,
NAGREEKEXP,NAGREEKA EXPORTS LIMITED,NAGREEKA EXPORTS LIMITED,,,,
OBCL,ORISSA BENGAL CARRIER LIMITED,ORISSA BENGAL CARRIER LIMITED,,,,
LAMOSAIC,LAMOSAIC INDIA LIMITED,LAMOSAIC INDIA LIMITED,,,,
AVIANSH,AVI ANSH TEXTILE LIMITED,AVI ANSH TEXTILE LIMITED,,,,
MARCO,MARCO CABLES & CONDUCTORS LIMITED,MARCO CABLES & CONDUCTORS LIMITED,,,,
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,SECUREKLOUD TECHNOLOGIES LIMITED,,,,
PARAMATRIX,PARAMATRIX TECHNOLOGIES LIMITED,PARAMATRIX TECHNOLOGIES LIMITED,,,,
CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LIMITED,CEREBRA INTEGRATED TECHNOLOGIES LIMITED,,,,
HECPROJECT,HEC INFRA PROJECTS LIMITED,HEC INFRA PROJECTS LIMITED,,,,
ASPIRE,ASPIRE & INNOVATIVE ADVERTISING LIMITED,ASPIRE & INNOVATIVE ADVERTISING LIMITED,,,,
TOKYOPLAST,TOKYO PLAST INTERNATIONAL LIMITED,TOKYO PLAST INTERNATIONAL LIMITED,,,,
PARASPETRO,PARAS PETROFILS LIMITED,PARAS PETROFILS LIMITED,,,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,SUVIDHAA INFOSERVE LIMITED,,,,
VLINFRA,V.L.INFRAPROJECTS LIMITED,V.L.INFRAPROJECTS LIMITED,,,,
GRAPHISAD,GRAPHISADS LIMITED,GRAPHISADS LIMITED,,,,
MCL,MADHAV COPPER LIMITED,MADHAV COPPER LIMITED,,,,
SAIFL,SAMEERA AGRO AND INFRA LIMITED,SAMEERA AGRO AND INFRA LIMITED,,,,
DIVYADHAN,DIVYADHAN RECYCLING INDUSTRIES LIMITED,DIVYADHAN RECYCLING INDUSTRIES LIMITED,,,,
DANGEE,DANGEE DUMS LIMITED,DANGEE DUMS LIMITED,,,,
MCON,MCON RASAYAN INDIA LIMITED,MCON RASAYAN INDIA LIMITED,,,,
ARIHANTACA,ARIHANT ACADEMY LIMITED,ARIHANT ACADEMY LIMITED,,,,
CADSYS,CADSYS (INDIA) LIMITED,CADSYS (INDIA) LIMITED,,,,
SAMBHAAV,SAMBHAAV MEDIA LIMITED,SAMBHAAV MEDIA LIMITED,,,,
DURLAX,DURLAX TOP SURFACE LIMITED,DURLAX TOP SURFACE LIMITED,,,,
CINEVISTA,CINEVISTA LIMITED,CINEVISTA LIMITED,,,,
GLOBALPET,GLOBAL PET INDUSTRIES LIMITED,GLOBAL PET INDUSTRIES LIMITED,,,,
BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LIMITED,BIOFIL CHEMICALS & PHARMACEUTICALS LIMITED,,,,
ARSHIYA,ARSHIYA LIMITED,ARSHIYA LIMITED,,,,
MIEL,MANGLAM INFRA & ENGINEERING LIMITED,MANGLAM INFRA & ENGINEERING LIMITED,,,,
NEELAM,NEELAM LINENS AND GARMENTS (INDIA) LIMITED,NEELAM LINENS AND GARMENTS (INDIA) LIMITED,,,,
ORIENTLTD,ORIENT PRESS LIMITED,ORIENT PRESS LIMITED,,,,
DAMODARIND,DAMODAR INDUSTRIES LIMITED,DAMODAR INDUSTRIES LIMITED,,,,
SECMARK,SECMARK CONSULTANCY LIMITED,SECMARK CONSULTANCY LIMITED,,,,
ARVINDPORT,ARVIND PORT AND INFRA LIMITED,ARVIND PORT AND INFRA LIMITED,,,,
ABHAPOWER,ABHA POWER AND STEEL LIMITED,ABHA POWER AND STEEL LIMITED,,,,
MYMUDRA,MY MUDRA FINCORP LIMITED,MY MUDRA FINCORP LIMITED,,,,
21STCENMGM,21ST CENTURY MANAGEMENT SERVICES LIMITED,21ST CENTURY MANAGEMENT SERVICES LIMITED,,,,
MOKSH,MOKSH ORNAMENTS LIMITED,MOKSH ORNAMENTS LIMITED,,,,
ONYX,ONYX BIOTEC LIMITED,ONYX BIOTEC LIMITED,,,,
LCCINFOTEC,LCC INFOTECH LIMITED,LCC INFOTECH LIMITED,,,,
RILINFRA,RACHANA INFRASTRUCTURE LIMITED,RACHANA INFRASTRUCTURE LIMITED,,,,
DELTAMAGNT,DELTA MANUFACTURING LIMITED,DELTA MANUFACTURING LIMITED,,,,
SATIPOLY,SATI POLY PLAST LIMITED,SATI POLY PLAST LIMITED,,,,
SLONE,SLONE INFOSYSTEMS LIMITED,SLONE INFOSYSTEMS LIMITED,,,,
ASTRON,ASTRON PAPER & BOARD MILL LIMITED,ASTRON PAPER & BOARD MILL LIMITED,,,,
DIGJAMLMTD,DIGJAM LIMITED,DIGJAM LIMITED,,,,
UNILEX,UNILEX COLOURS AND CHEMICALS LIMITED,UNILEX COLOURS AND CHEMICALS LIMITED,,,,
BLBLIMITED,BLB LIMITED,BLB LIMITED,,,,
HISARMETAL,HISAR METAL INDUSTRIES LIMITED,HISAR METAL INDUSTRIES LIMITED,,,,
MHHL,MOHINI HEALTH & HYGIENE LIMITED,MOHINI HEALTH & HYGIENE LIMITED,,,,
SIMBHALS,SIMBHAOLI SUGARS LIMITED,SIMBHAOLI SUGARS LIMITED,,,,
GANGAFORGE,GANGA FORGING LIMITED,GANGA FORGING LIMITED,,,,
MEP,MEP INFRASTRUCTURE DEVELOPERS LIMITED,MEP INFRASTRUCTURE DEVELOPERS LIMITED,,,,
PRECISION,PRECISION METALIKS LIMITED,PRECISION METALIKS LIMITED,,,,
